,Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time
876,3.115400904,-0.996591471,10.35046183,1,2.542,5089.172
877,3.108880413,-0.997327455,10.4145846,1,2.535,5102.515
878,3.102022264,-0.995514886,10.44935232,1,2.528,5115.828
879,3.094725161,-0.995397505,10.50960316,1,2.521,5129.172
880,3.087520776,-0.996106607,10.56211627,1,2.514,5142.484
881,3.080042347,-0.995352054,10.59020471,1,2.506,5155.797
882,3.072315163,-0.997026234,10.63785619,1,2.498,5169.156
883,3.064507622,-0.995336135,10.67409283,1,2.49,5182.469
884,3.056508981,-0.995356984,10.73897925,1,2.482,5195.703
885,3.047969651,-0.995869471,10.80349751,1,2.474,5209.031
886,3.039064772,-0.996556069,10.82247785,1,2.466,5222.328
887,3.030340615,-0.996862251,10.87063305,1,2.456,5235.625
888,3.021095355,-0.995690045,10.90925174,1,2.447,5248.906
889,3.011303933,-0.99598101,10.92820608,1,2.438,5262.187
890,3.001615459,-0.994817603,11.02563873,1,2.428,5275.453
891,2.991380604,-0.996755969,11.0343648,1,2.418,5288.765
892,2.980591517,-0.996479239,11.1176199,1,2.407,5302.047
893,2.969514769,-0.995375771,11.15380536,1,2.396,5315.406
894,2.957951477,-0.996936436,11.20491755,1,2.385,5328.734
895,2.946222292,-0.99603062,11.26365026,1,2.373,5342
896,2.933716946,-0.997185629,11.31490332,1,2.361,5355.281
897,2.920982425,-0.995376573,11.22630316,1,2.348,5368.547
898,2.906981627,-0.997322755,10.9916529,1,2.334,5381.875
899,2.891654973,-0.996868141,10.8528783,1,2.319,5395.172
900,2.875870083,-0.997345678,10.78492094,1,2.303,5408.515
901,2.858942286,-0.996910745,10.68441952,1,2.287,5421.812
902,2.840942568,-0.995441037,10.51073926,1,2.269,5435.094
903,2.822084023,-0.996984353,10.54379462,1,2.25,5448.375
904,2.801975096,-0.996119362,10.4278082,1,2.231,5461.64
905,2.780769236,-0.995329966,10.3420925,1,2.209,5475.203
906,2.757756162,-0.995654469,10.31730201,1,2.187,5488.64
907,2.733653008,-0.994920354,10.27461108,1,2.163,5502.109
908,2.70795757,-0.99315131,10.18729703,1,2.137,5515.594
909,2.680534128,-0.994281322,10.13279235,1,2.11,5529.031
910,2.651750595,-0.995681914,10.14399881,1,2.081,5542.437
911,2.621268003,-0.99814174,10.35471645,1,2.051,5555.859
912,2.58896819,-0.997201537,10.50085679,1,2.019,5569.312
913,2.554492478,-0.996042127,10.62210263,1,1.986,5582.687
914,2.517543648,-0.995414136,10.74581185,1,1.949,5596.125
915,2.477661652,-0.995099787,10.86642141,1,1.91,5609.5
916,2.973295713,-0.003945591,10.90391515,0.0002,0,5623.062
917,3.079695299,-0.002606342,10.86856509,0.0004,0,5636.656
918,3.128156625,-0.0015359,10.80476794,0.0002,0,5650.265
919,4.199922751,-0.003475103,6.145254126,0.0004,0,0
920,4.199354243,-0.000950141,6.158222205,0.0002,4.215,9.328
921,4.021733607,-0.996832267,6.205069138,1,3.435,23.313
922,4.002573714,-0.996958464,6.262182243,1,3.43,36.5
923,3.987978589,-0.994090361,6.290079172,1,3.417,49.672
924,3.976091312,-0.998576395,6.179439533,1,3.407,62.907
925,3.964823572,-0.995350512,5.901479523,1,3.399,76.125
926,3.954972852,-0.996581781,5.72480434,1,3.393,89.282
927,3.945682775,-0.992915798,5.660627873,1,3.378,102.469
928,3.937495927,-0.990795696,5.568820361,1,3.373,115.625
929,3.929386425,-0.996724841,5.464240247,1,3.37,128.797
930,3.921890914,-0.995296005,5.390293097,1,3.365,142.047
931,3.914868634,-0.994715178,5.331557118,1,3.361,155.25
932,3.907982636,-0.996262731,5.216246808,1,3.355,168.391
933,3.901830788,-0.993413441,5.165403982,1,3.35,181.563
934,3.895241576,-0.993989043,5.089475392,1,3.344,194.782
935,3.889345621,-0.997693369,5.03231947,1,3.339,207.985
936,3.883560013,-0.995559985,4.941039565,1,3.333,221.125
937,3.878278037,-0.995337925,4.958745378,1,3.329,234.282
938,3.872831487,-0.994366156,4.922178119,1,3.324,247.485
939,3.867919405,-0.996976074,4.948508395,1,3.32,260.61
940,3.863039892,-0.996410893,5.140986635,1,3.316,273.828
941,3.858714855,-0.995004221,5.265887741,1,3.312,286.938
942,3.854291111,-0.995577911,5.374363014,1,3.308,300.125
943,3.850485545,-0.994992844,5.487054997,1,3.304,313.266
944,3.846661378,-0.993978387,5.585655045,1,3.3,326.485
945,3.843278961,-0.99545397,5.638893235,1,3.296,339.657
946,3.840057706,-0.994352623,5.731056039,1,3.294,352.813
947,3.836806269,-0.995465152,5.782428501,1,3.291,365.985
948,3.83365578,-0.997304708,5.833530027,1,3.288,379.203
949,3.830631423,-0.996227945,5.904064509,1,3.286,392.391
950,3.827633953,-0.996514432,5.9620643,1,3.282,405.532
951,3.824962076,-0.998019879,6.011706112,1,3.28,418.688
952,3.822104435,-1.00030697,6.086626562,1,3.277,431.891
953,3.819380203,-0.996110748,6.10997551,1,3.274,445.047
954,3.816697279,-0.994862925,6.176347701,1,3.271,458.203
955,3.814004223,-0.99664541,6.225575885,1,3.268,471.453
956,3.81126114,-0.995449714,6.263608826,1,3.266,484.657
957,3.808595017,-0.99593575,6.338023487,1,3.263,497.797
958,3.806108005,-0.996434139,6.391757849,1,3.26,510.969
959,3.80338258,-0.995266853,6.448365736,1,3.258,524.141
960,3.800628609,-0.99678659,6.507739189,1,3.255,537.36
961,3.798021736,-0.996173768,6.532194422,1,3.252,550.547
962,3.795277511,-0.995083984,6.582655133,1,3.25,563.797
963,3.792721996,-0.996025714,6.64415387,1,3.248,576.938
964,3.78991172,-0.995844926,6.695153638,1,3.244,590.063
965,3.78731748,-0.994513872,6.741539435,1,3.242,603.25
966,3.784431411,-0.996550954,6.809839621,1,3.238,616.391
967,3.781811565,-0.995848977,6.823352548,1,3.236,629.594
968,3.779014608,-0.995370186,6.873500135,1,3.233,642.782
969,3.776305986,-0.995784103,6.963079253,1,3.227,656
970,3.773479281,-0.995334453,6.977630437,1,3.222,669.125
971,3.770676908,-0.995794612,7.017691793,1,3.219,682.297
972,3.768098003,-0.993594918,7.054480307,1,3.216,695.5
973,3.765159495,-0.996048435,7.108362796,1,3.214,708.719
974,3.76227128,-0.994868296,7.135710589,1,3.211,721.891
975,3.759832747,-0.994672378,7.197991876,1,3.208,735
976,3.756826187,-0.994511247,7.221048197,1,3.206,748.219
977,3.754391252,-0.996620274,7.265881271,1,3.203,761.422
978,3.751603671,-0.995910939,7.304129914,1,3.2,774.578
979,3.748851768,-0.996429053,7.348352995,1,3.198,787.735
980,3.746264441,-0.996326605,7.379562771,1,3.196,800.938
981,3.743854951,-0.995751164,7.408287882,1,3.192,814.157
982,3.741174532,-0.994409868,7.43829468,1,3.19,827.297
983,3.738674094,-0.9982025,7.466852395,1,3.188,840.438
984,3.736393338,-0.995305846,7.49391024,1,3.185,853.672
985,3.733918468,-0.996023284,7.521803384,1,3.182,866.875
986,3.731580943,-0.995168145,7.565876336,1,3.18,880.078
987,3.728977936,-0.996102312,7.588915473,1,3.178,893.219
988,3.726851872,-0.995692214,7.605431369,1,3.175,906.391
989,3.724713262,-0.996772149,7.615366878,1,3.173,919.547
990,3.722265752,-0.995459696,7.636636194,1,3.17,932.703
991,3.720308979,-0.994580475,7.657881928,1,3.168,945.891
992,3.717993709,-0.994706838,7.6543611,1,3.166,959.11
993,3.715770738,-0.993398345,7.688925481,1,3.164,972.266
994,3.713857977,-0.99579778,7.703543242,1,3.162,985.407
995,3.711651866,-0.995517817,7.724638844,1,3.16,998.61
996,3.709575641,-0.997473875,7.755283064,1,3.158,1011.797
997,3.707651411,-0.994773888,7.762394538,1,3.156,1025
998,3.705498034,-0.995116654,7.764566729,1,3.154,1038.125
999,3.703685833,-0.996177932,7.789471565,1,3.151,1051.344
1000,3.701732889,-0.995696377,7.795598913,1,3.15,1064.516
1001,3.699886175,-0.995231491,7.806534172,1,3.148,1077.719
1002,3.697963771,-0.994208986,7.810724501,1,3.146,1090.938
1003,3.696057279,-0.994412301,7.811084304,1,3.144,1104.094
1004,3.694159017,-0.995923989,7.83242635,1,3.143,1117.25
1005,3.692405363,-0.994437995,7.843908858,1,3.141,1130.469
1006,3.690530916,-0.995097541,7.875630897,1,3.139,1143.578
1007,3.688552819,-0.995833056,7.883435821,1,3.137,1156.766
1008,3.686604561,-0.995684388,7.909139949,1,3.136,1169.969
1009,3.685099155,-0.996843684,7.920739047,1,3.134,1183.157
1010,3.683225409,-0.996394898,7.939479537,1,3.132,1196.297
1011,3.681624179,-0.993460348,7.942417463,1,3.13,1209.5
1012,3.679706127,-0.995460066,7.963050052,1,3.128,1222.688
1013,3.67783593,-0.996041141,7.965985913,1,3.126,1235.891
1014,3.67627332,-0.996172854,7.993684566,1,3.124,1249.032
1015,3.674514756,-0.99469199,8.00449052,1,3.123,1262.203
1016,3.672844679,-0.996115704,7.996718352,1,3.121,1275.407
1017,3.671052722,-0.994809776,8.016144613,1,3.119,1288.563
1018,3.669463501,-0.994992608,8.029997846,1,3.117,1301.75
1019,3.66781141,-0.994679307,8.049665922,1,3.116,1314.844
1020,3.666138212,-0.997082558,8.066034261,1,3.114,1328.047
1021,3.664436426,-0.995065501,8.079603991,1,3.112,1341.235
1022,3.662819552,-0.996299721,8.097450921,1,3.11,1354.391
1023,3.66113028,-0.996547327,8.088746342,1,3.109,1367.516
1024,3.659528611,-0.995313407,8.08812919,1,3.107,1380.703
1025,3.657740506,-0.996185854,7.878584329,1,3.106,1393.907
1026,3.655809957,-0.994336806,7.629751763,1,3.104,1407.125
1027,3.653827752,-0.994040294,7.455736558,1,3.102,1420.25
1028,3.651638037,-0.993364208,7.294443372,1,3.099,1433.407
1029,3.649375024,-0.995181612,7.17463142,1,3.097,1446.641
1030,3.647009711,-0.994829146,7.029164163,1,3.094,1459.813
1031,3.64443341,-0.997035854,6.907013527,1,3.092,1472.938
1032,3.641741546,-0.996425313,6.739643771,1,3.089,1486.063
1033,3.639369805,-0.995127249,6.624780124,1,3.086,1499.219
1034,3.636692049,-0.996193625,6.501140146,1,3.084,1512.328
1035,3.633846627,-0.996794987,6.394945031,1,3.08,1525.422
1036,3.631059808,-0.995077679,6.287210647,1,3.077,1538.61
1037,3.62835719,-0.995005735,6.197762294,1,3.074,1551.735
1038,3.625555465,-0.996503358,6.046537566,1,3.07,1564.938
1039,3.622687925,-0.995949137,5.945126863,1,3.068,1578.141
1040,3.619691118,-0.994077287,5.884794033,1,3.064,1591.297
1041,3.617003996,-0.996275733,6.022442523,1,3.061,1604.422
1042,3.614444979,-0.996944912,6.150304939,1,3.058,1617.547
1043,3.612041077,-0.994100267,6.198105568,1,3.056,1630.672
1044,3.609951167,-0.996877322,6.287818356,1,3.052,1643.782
1045,3.607546888,-0.99521669,6.362908733,1,3.05,1656.953
1046,3.605618884,-0.996869136,6.396535618,1,3.048,1670.141
1047,3.603566778,-0.995561426,6.44461993,1,3.045,1683.36
1048,3.601760926,-0.995588186,6.480671372,1,3.044,1696.516
1049,3.599851238,-0.99806211,6.516443366,1,3.04,1709.688
1050,3.598128758,-0.995470425,6.518329937,1,3.038,1722.875
1051,3.596470586,-0.994689875,6.563581471,1,3.036,1736.094
1052,3.594729932,-0.993911356,6.603755377,1,3.034,1749.266
1053,3.593014874,-0.994733626,6.61638824,1,3.033,1762.375
1054,3.59159834,-0.994759858,6.648167636,1,3.032,1775.625
1055,3.58989038,-0.994993883,6.696048493,1,3.029,1788.75
1056,3.588427109,-0.99644894,6.71824452,1,3.028,1801.891
1057,3.586899739,-0.995413107,6.73865814,1,3.027,1815
1058,3.585503201,-0.994724487,6.757762892,1,3.024,1828.125
1059,3.584059646,-0.995359479,6.773285958,1,3.023,1841.282
1060,3.582749682,-0.997571047,6.821100484,1,3.022,1854.422
1061,3.581198257,-0.997215062,6.846356459,1,3.02,1867.641
1062,3.57990063,-0.995239576,6.859648769,1,3.018,1880.844
1063,3.578426262,-0.994940628,6.901362004,1,3.017,1893.985
1064,3.577216998,-0.994352234,6.915361725,1,3.016,1907.125
1065,3.5758707,-0.995287471,6.948511428,1,3.014,1920.282
1066,3.574520135,-0.995280109,6.992521232,1,3.013,1933.438
1067,3.573360056,-0.9952049,7.039810829,1,3.012,1946.61
1068,3.572201214,-0.997188254,7.050899331,1,3.01,1959.844
1069,3.570824358,-0.996073457,7.06043315,1,3.008,1972.985
1070,3.569513229,-0.994608004,7.106607469,1,3.008,1986.141
1071,3.568489643,-0.995936356,7.141899644,1,3.006,1999.328
1072,3.567228807,-0.994947704,7.164209084,1,3.005,2012.547
1073,3.566078971,-0.995021369,7.18753329,1,3.004,2025.688
1074,3.564633564,-0.995050606,7.208648583,1,3.002,2038.86
1075,3.563581193,-0.995838751,7.237730565,1,3.002,2052.047
1076,3.562188544,-0.995748692,7.277803834,1,3,2065.219
1077,3.561223747,-0.99440928,7.305202336,1,2.999,2078.391
1078,3.559998387,-0.995579567,7.331774388,1,2.998,2091.563
1079,3.558975722,-0.995702585,7.367470859,1,2.997,2104.782
1080,3.557770816,-0.994454049,7.404106081,1,2.995,2117.985
1081,3.556836227,-0.996613223,7.41771398,1,2.993,2131.125
1082,3.555559175,-0.995742162,7.443026682,1,2.993,2144.25
1083,3.554726182,-0.994408331,7.487555829,1,2.991,2157.485
1084,3.553459495,-0.995240834,7.50733736,1,2.99,2170.688
1085,3.55245385,-0.994165941,7.552856499,1,2.989,2183.813
1086,3.55143567,-0.994664086,7.557943568,1,2.988,2197
1087,3.550272743,-0.998199539,7.589016452,1,2.987,2210.203
1088,3.5492202,-0.997220064,7.6141479,1,2.986,2223.375
1089,3.548183642,-0.995798008,7.636018949,1,2.985,2236.532
1090,3.547274951,-0.995025499,7.671710072,1,2.984,2249.703
1091,3.546060298,-0.99621583,7.699318273,1,2.983,2262.922
1092,3.545048368,-0.995693628,7.720647265,1,2.982,2276.078
1093,3.544103606,-0.993938745,7.74599042,1,2.981,2289.188
1094,3.543109738,-0.994364774,7.777396313,1,2.979,2302.313
1095,3.542031369,-0.996158605,7.783951409,1,2.978,2315.453
1096,3.541014555,-0.995677562,7.824843777,1,2.977,2328.641
1097,3.540003215,-0.994027002,7.842477562,1,2.976,2341.75
1098,3.539093715,-0.99522715,7.849958222,1,2.975,2354.938
1099,3.537971736,-0.995624186,7.887951267,1,2.974,2368.11
1100,3.536895861,-0.993565372,7.909952366,1,2.973,2381.25
1101,3.535915815,-0.994336984,7.929184157,1,2.972,2394.36
1102,3.535161173,-0.995233544,7.930116567,1,2.971,2407.5
1103,3.534046878,-0.99432736,7.9791914,1,2.97,2420.61
1104,3.532794735,-0.996484047,7.989934684,1,2.969,2433.75
1105,3.532161205,-0.995985259,8.023886967,1,2.968,2446.875
1106,3.531141798,-0.994480541,8.030015364,1,2.967,2460.032
1107,3.530040014,-0.994803493,8.07011907,1,2.966,2473.235
1108,3.529131476,-0.994877923,8.086703405,1,2.965,2486.469
1109,3.528018704,-0.996346896,8.112727396,1,2.964,2499.641
1110,3.527273333,-0.995489019,8.112733667,1,2.963,2512.782
1111,3.526097972,-0.993244543,8.169922369,1,2.962,2525.953
1112,3.525130505,-0.994572796,8.178660273,1,2.961,2539.157
1113,3.524225719,-0.995022848,8.210202032,1,2.96,2552.282
1114,3.523323879,-0.995196404,8.206428225,1,2.959,2565.422
1115,3.522395029,-0.992617602,8.229053334,1,2.958,2578.625
1116,3.521368999,-0.996112065,8.261572387,1,2.957,2591.782
1117,3.52040275,-0.994346602,8.2917887,1,2.956,2604.953
1118,3.519427892,-0.994596288,8.31642009,1,2.955,2618.157
1119,3.518544308,-0.99608436,8.340982725,1,2.954,2631.282
1120,3.51757452,-0.996452249,8.374631317,1,2.953,2644.469
1121,3.516781905,-0.994826002,8.384770771,1,2.952,2657.657
1122,3.515653684,-0.996028795,8.400097926,1,2.951,2670.891
1123,3.515019222,-0.99387127,8.426539022,1,2.951,2684.032
1124,3.51380324,-0.995897796,8.45764505,1,2.949,2697.172
1125,3.5130866,-0.995869854,8.485634715,1,2.949,2710.391
1126,3.512123151,-0.995468141,8.486141699,1,2.948,2723.563
1127,3.511172622,-0.99556022,8.329860125,1,2.947,2736.688
1128,3.509903015,-0.995815734,8.061619099,1,2.945,2749.797
1129,3.508504545,-0.996162563,7.88778343,1,2.944,2762.938
1130,3.507035805,-0.9944897,7.769043916,1,2.943,2776.141
1131,3.505459495,-0.995800414,7.57553816,1,2.941,2789.36
1132,3.503475638,-0.994770914,7.409867798,1,2.939,2802.516
1133,3.501638689,-0.995489616,7.264885852,1,2.937,2815.672
1134,3.499582183,-0.99549085,7.126856403,1,2.935,2828.875
1135,3.497338809,-0.99604523,7.033669574,1,2.933,2842.11
1136,3.494960738,-0.996186953,6.932861806,1,2.931,2855.266
1137,3.492841351,-0.994593333,6.788800981,1,2.928,2868.438
1138,3.4906164,-0.996288004,6.642746473,1,2.926,2881.594
1139,3.488003172,-0.993787716,6.560589619,1,2.923,2894.813
1140,3.485550558,-0.99543455,6.470731371,1,2.921,2908
1141,3.483084226,-0.994434526,6.393921638,1,2.919,2921.11
1142,3.480566413,-0.994407665,6.393128199,1,2.916,2934.313
1143,3.478148216,-0.995068516,6.550481406,1,2.913,2947.516
1144,3.47609784,-0.994969823,6.63957301,1,2.911,2960.657
1145,3.474174451,-0.996063922,6.709169445,1,2.909,2973.813
1146,3.472252869,-0.997425156,6.798547522,1,2.907,2986.938
1147,3.470605544,-0.994463479,6.893633441,1,2.905,3000.078
1148,3.468806424,-0.995642658,6.930386929,1,2.904,3013.266
1149,3.46732653,-0.994846935,6.987469555,1,2.903,3026.469
1150,3.465794517,-0.99559756,7.016229511,1,2.901,3039.61
1151,3.464370221,-0.995498742,7.049105339,1,2.899,3052.766
1152,3.462955859,-0.995045134,7.094336293,1,2.898,3065.891
1153,3.461647288,-0.995708331,7.132928454,1,2.897,3079.032
1154,3.460498337,-0.996922136,7.149767814,1,2.895,3092.25
1155,3.459130147,-0.99446974,7.170966857,1,2.894,3105.438
1156,3.457919562,-0.995577793,7.199270427,1,2.893,3118.594
1157,3.456684703,-0.99600639,7.242346799,1,2.891,3131.75
1158,3.455494662,-0.994400189,7.275347285,1,2.891,3145
1159,3.454386419,-0.994848141,7.309057724,1,2.889,3158.203
1160,3.453289138,-0.994658023,7.346559456,1,2.888,3171.422
1161,3.452034346,-0.995606442,7.39080276,1,2.887,3184.625
1162,3.450944497,-0.994291559,7.425747181,1,2.886,3197.782
1163,3.44993209,-0.994154709,7.451890553,1,2.885,3210.922
1164,3.448920828,-0.99774693,7.489435539,1,2.883,3224.047
1165,3.447808186,-0.995445064,7.503908244,1,2.883,3237.219
1166,3.446766934,-0.996197055,7.548502575,1,2.881,3250.438
1167,3.445641141,-0.995708561,7.586837704,1,2.881,3263.61
1168,3.444721071,-0.996555972,7.605286858,1,2.879,3276.766
1169,3.443727712,-0.994292663,7.63792361,1,2.878,3289.875
1170,3.442720972,-0.995802454,7.65116416,1,2.877,3303.032
1171,3.441737367,-0.996179627,7.719800021,1,2.876,3316.203
1172,3.440689135,-0.996095744,7.727761188,1,2.875,3329.407
1173,3.439768435,-0.994045101,7.772069719,1,2.874,3342.532
1174,3.438660365,-0.995587764,7.814104219,1,2.873,3355.672
1175,3.437764273,-0.996091064,7.844934598,1,2.872,3368.782
1176,3.436638122,-0.99432075,7.895486816,1,2.871,3381.891
1177,3.435717279,-0.995097578,7.903992701,1,2.87,3395.032
1178,3.434769011,-0.995431491,7.967855655,1,2.869,3408.203
1179,3.433848195,-0.996976784,7.971498618,1,2.868,3421.438
1180,3.43277305,-0.996369914,8.014340467,1,2.867,3434.641
1181,3.431709642,-0.996300041,8.053435838,1,2.866,3447.75
1182,3.430873478,-0.996535062,8.109704041,1,2.865,3460.922
1183,3.429898778,-0.993687876,8.10640126,1,2.864,3474.157
1184,3.428636746,-0.997595358,8.150027424,1,2.863,3487.344
1185,3.427720966,-0.997427798,8.15959524,1,2.862,3500.453
1186,3.426729306,-0.994019083,8.215045141,1,2.861,3513.641
1187,3.425861198,-0.995524268,8.235191472,1,2.86,3526.875
1188,3.424738186,-0.993480712,8.249158895,1,2.859,3540.032
1189,3.42374274,-0.994506154,8.299803238,1,2.857,3553.203
1190,3.422795747,-0.99421062,8.334057512,1,2.857,3566.375
1191,3.421718549,-0.995303253,8.381657407,1,2.855,3579.594
1192,3.420594923,-0.995831838,8.417866046,1,2.855,3592.75
1193,3.419492506,-0.996243272,8.418352221,1,2.853,3606
1194,3.418485872,-0.995869854,8.449846629,1,2.853,3619.203
1195,3.417490886,-0.995752982,8.508093826,1,2.851,3632.36
1196,3.416341099,-0.995092915,8.51421379,1,2.851,3645.469
1197,3.415140679,-0.995280242,8.547968334,1,2.849,3658.61
1198,3.414053684,-0.995746877,8.564935147,1,2.848,3671.828
1199,3.413001012,-0.997336098,8.612541691,1,2.847,3685.016
1200,3.411804077,-0.9957326,8.639907461,1,2.846,3698.235
1201,3.410615284,-0.995327427,8.658871603,1,2.845,3711.532
1202,3.409532704,-0.994254268,8.68254235,1,2.843,3724.891
1203,3.408432037,-0.993606828,8.725924031,1,2.842,3738.313
1204,3.40717128,-0.995957203,8.753087252,1,2.841,3751.594
1205,3.405864329,-0.995806516,8.765371206,1,2.839,3764.922
1206,3.404604756,-0.998464359,8.798103443,1,2.838,3778.172
1207,3.403233885,-0.997614147,8.835807576,1,2.837,3791.391
1208,3.40206086,-0.995264658,8.863400881,1,2.835,3804.703
1209,3.400871799,-0.99633025,8.874486322,1,2.834,3817.985
1210,3.399594224,-0.997514157,8.899278508,1,2.833,3831.328
1211,3.398400166,-0.994090202,8.913670291,1,2.831,3844.641
1212,3.396978722,-0.995625981,8.940418275,1,2.83,3857.922
1213,3.395656804,-0.995502356,8.961155127,1,2.829,3871.266
1214,3.394139111,-0.996263807,9.012700072,1,2.827,3884.594
1215,3.392733778,-0.995996433,9.036458596,1,2.826,3897.907
1216,3.391525937,-0.99744575,9.07681954,1,2.824,3911.219
1217,3.390164456,-0.996324436,9.104840764,1,2.823,3924.485
1218,3.388593809,-0.994441449,9.114835208,1,2.821,3937.782
1219,3.387110618,-0.995335932,9.155841842,1,2.82,3951.063
1220,3.385696939,-0.9962866,9.180186374,1,2.819,3964.344
1221,3.384181312,-0.995056459,9.208221857,1,2.817,3977.641
1222,3.38276239,-0.995599656,9.242940574,1,2.815,3990.907
1223,3.381313091,-0.995244507,9.274093269,1,2.814,4004.25
1224,3.379862467,-0.993644564,9.30642025,1,2.813,4017.532
1225,3.378204155,-0.994275529,9.317536132,1,2.811,4030.797
1226,3.376525548,-0.99567538,9.333654006,1,2.809,4044.078
1227,3.375114223,-0.995211522,9.348152503,1,2.808,4057.469
1228,3.373407689,-0.995503002,9.372130378,1,2.806,4070.813
1229,3.371721945,-0.996140909,9.183091584,1,2.805,4084.157
1230,3.369556225,-0.997363573,9.013785272,1,2.802,4097.594
1231,3.366949751,-0.996069778,8.783450921,1,2.8,4110.938
1232,3.364530824,-0.99521145,8.702644804,1,2.797,4124.282
1233,3.361713806,-0.994688277,8.492300049,1,2.795,4137.657
1234,3.358653854,-0.993661866,8.377796895,1,2.791,4151
1235,3.355123465,-0.996070727,8.241762921,1,2.789,4164.313
1236,3.351837231,-0.995509378,8.083954889,1,2.785,4177.657
1237,3.348133849,-0.995495729,8.006428492,1,2.781,4190.953
1238,3.344288402,-0.997083615,7.888769544,1,2.777,4204.297
1239,3.340454591,-0.996842152,7.80286605,1,2.774,4217.688
1240,3.336440486,-0.99645818,7.706788441,1,2.77,4231.063
1241,3.332484986,-0.99531444,7.623810636,1,2.766,4244.375
1242,3.328241136,-0.999765558,7.540523288,1,2.762,4257.719
1243,3.324176724,-0.995114678,7.393879849,1,2.758,4271.078
1244,3.319480002,-0.995046935,7.376022121,1,2.753,4284.375
1245,3.315438148,-0.995767885,7.558203851,1,2.749,4297.657
1246,3.311430661,-0.995883694,7.702148203,1,2.745,4310.985
1247,3.307717569,-0.994288891,7.78013023,1,2.741,4324.282
1248,3.304100531,-0.996274623,7.84744856,1,2.737,4337.563
1249,3.300479326,-0.996318615,7.905191556,1,2.734,4350.875
1250,3.297231357,-0.994146581,7.950333427,1,2.731,4364.219
1251,3.294006996,-0.99767158,8.013290004,1,2.727,4377.5
1252,3.29066133,-0.995608036,8.062296452,1,2.724,4390.844
1253,3.287670699,-0.994661628,8.141124784,1,2.721,4404.11
1254,3.284440573,-0.997219704,8.134830411,1,2.717,4417.422
1255,3.281369451,-0.996880762,8.177540101,1,2.715,4430.719
1256,3.27839527,-0.995510115,8.223690939,1,2.711,4444.032
1257,3.275222006,-0.996557199,8.249103668,1,2.708,4457.344
1258,3.272313035,-0.995201906,8.311382021,1,2.705,4470.672
1259,3.269304608,-0.996488844,8.350923674,1,2.701,4483.969
1260,3.266272576,-0.995076487,8.398844049,1,2.699,4497.313
1261,3.263167508,-0.996006241,8.417194728,1,2.695,4510.625
1262,3.260066592,-0.996005376,8.489107196,1,2.692,4523.938
1263,3.257136332,-0.995494888,8.496989318,1,2.689,4537.313
1264,3.254097427,-0.996215075,8.536933177,1,2.686,4550.578
1265,3.250904174,-0.996307601,8.603345012,1,2.683,4563.891
1266,3.247534406,-0.995687595,8.64935534,1,2.679,4577.157
1267,3.244589823,-0.994996436,8.670884126,1,2.676,4590.438
1268,3.241537534,-0.996858245,8.723486035,1,2.673,4603.75
1269,3.238323625,-0.99604987,8.769324573,1,2.669,4617.094
1270,3.234973539,-0.995315552,8.857334315,1,2.666,4630.438
1271,3.231788434,-0.995482156,8.88323272,1,2.663,4643.766
1272,3.228361196,-0.994968203,8.90936754,1,2.66,4657.11
1273,3.225061982,-0.996060132,8.946330212,1,2.656,4670.422
1274,3.221548953,-0.995835228,9.006972218,1,2.653,4683.766
1275,3.218079872,-0.99436977,9.043276295,1,2.65,4697.078
1276,3.214620247,-0.994955649,9.08763265,1,2.646,4710.375
1277,3.210906029,-0.994973746,9.129957951,1,2.642,4723.688
1278,3.207231729,-0.99355135,9.166185588,1,2.638,4737.016
1279,3.203383919,-0.995488626,9.229603679,1,2.635,4750.297
1280,3.199638876,-0.996480771,9.289410658,1,2.631,4763.61
1281,3.19574939,-0.996941844,9.33597836,1,2.627,4776.891
1282,3.191710735,-0.996623388,9.365989128,1,2.623,4790.157
1283,3.187423073,-0.995018781,9.411806478,1,2.619,4803.453
1284,3.183502079,-0.995604548,9.422813313,1,2.615,4816.75
1285,3.179244013,-0.995412924,9.458744226,1,2.61,4830.032
1286,3.174830869,-0.997318727,9.490886676,1,2.606,4843.313
1287,3.170179034,-0.996729894,9.543988011,1,2.602,4856.594
1288,3.165473314,-0.994377725,9.584526381,1,2.597,4869.891
1289,3.16067183,-0.996509755,9.616128102,1,2.592,4883.203
1290,3.155881302,-0.996897991,9.681179391,1,2.587,4896.532
1291,3.150948997,-0.994495013,9.781774856,1,2.582,4909.828
1292,3.145818096,-0.996409962,9.803345231,1,2.577,4923.172
1293,3.140523018,-0.995745664,9.856781131,1,2.572,4936.469
1294,3.135192969,-0.996076493,9.887357079,1,2.566,4949.782
1295,3.129603669,-0.995713492,9.909948911,1,2.561,4963.016
1296,3.123978938,-0.996438103,9.978766909,1,2.555,4976.297
1297,3.118098348,-0.996579342,9.991995485,1,2.549,4989.578
1298,3.11212699,-0.998219237,10.03342245,1,2.543,5002.875
1299,3.105939707,-0.994766918,10.08114001,1,2.537,5016.172
1300,3.099460218,-0.996711482,10.13015691,1,2.53,5029.453
1301,3.092692234,-0.996141362,10.15819189,1,2.524,5042.75
1302,3.086062381,-0.99605229,10.21915093,1,2.517,5056.063
1303,3.078957649,-0.994913368,10.2309645,1,2.51,5069.438
1304,3.071619218,-0.995671836,10.27809445,1,2.502,5082.719
